SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes,GeoID,Geo,Region
SP10,G3,P01,4/9/2021 0:00,11655,117,1060,G3,Canada,Americas
SP22,G3,P14,6/8/2021 0:00,315,106,35,G3,Canada,Americas
SP19,G1,P06,3/11/2022 0:00,7329,7,524,G1,India,APAC
SP03,G1,P04,10/28/2021 0:00,3612,80,213,G1,India,APAC
SP14,G5,P08,12/6/2021 0:00,4963,286,414,G5,Australia,APAC
SP08,G2,P10,6/15/2021 0:00,14098,274,830,G2,USA,Americas
SP08,G5,P05,3/1/2022 0:00,952,193,56,G5,Australia,APAC
SP17,G1,P03,2/9/2021 0:00,1743,315,159,G1,India,APAC
SP21,G2,P14,8/6/2021 0:00,7749,133,861,G2,USA,Americas
SP17,G2,P21,5/12/2021 0:00,7700,54,593,G2,USA,Americas
SP20,G4,P18,2/18/2022 0:00,2030,147,226,G4,New Zealand,APAC
SP16,G3,P17,1/21/2022 0:00,5054,218,389,G3,Canada,Americas
SP19,G2,P14,2/18/2021 0:00,4046,67,405,G2,USA,Americas
SP02,G6,P13,4/23/2021 0:00,3395,128,162,G6,UK,Europe
SP14,G6,P02,4/5/2021 0:00,11487,67,442,G6,UK,Europe
SP03,G4,P22,6/21/2021 0:00,5523,132,241,G4,New Zealand,APAC
SP20,G6,P05,9/27/2021 0:00,3738,266,208,G6,UK,Europe
SP17,G6,P08,1/21/2022 0:00,3703,129,285,G6,UK,Europe
SP01,G6,P17,4/12/2021 0:00,4186,165,349,G6,UK,Europe
SP03,G3,P10,1/25/2021 0:00,6223,142,328,G3,Canada,Americas
SP13,G5,P15,9/21/2021 0:00,896,91,35,G5,Australia,APAC
SP18,G1,P12,3/23/2022 0:00,10038,17,457,G1,India,APAC
SP04,G4,P13,1/29/2021 0:00,8610,316,454,G4,New Zealand,APAC
SP25,G3,P22,1/13/2022 0:00,112,92,5,G3,Canada,Americas
SP06,G1,P20,9/27/2021 0:00,9170,86,540,G1,India,APAC
SP20,G1,P09,6/8/2021 0:00,959,234,96,G1,India,APAC
SP04,G2,P21,1/24/2022 0:00,5649,76,404,G2,USA,Americas
SP08,G1,P21,10/13/2021 0:00,9184,105,656,G1,India,APAC
SP22,G2,P07,7/29/2021 0:00,4123,273,165,G2,USA,Americas
SP10,G4,P19,9/13/2021 0:00,7756,36,324,G4,New Zealand,APAC
SP08,G5,P04,6/30/2021 0:00,5894,24,328,G5,Australia,APAC
SP03,G5,P17,1/29/2021 0:00,1414,280,129,G5,Australia,APAC
SP04,G3,P15,7/7/2021 0:00,1701,15,71,G3,Canada,Americas
SP08,G2,P18,12/21/2021 0:00,11102,129,1234,G2,USA,Americas
SP25,G4,P09,3/17/2021 0:00,5327,228,485,G4,New Zealand,APAC
SP13,G2,P01,2/18/2022 0:00,4900,54,446,G2,USA,Americas
SP19,G2,P08,7/15/2021 0:00,2044,35,186,G2,USA,Americas
SP20,G4,P21,3/11/2021 0:00,2940,83,184,G4,New Zealand,APAC
SP02,G6,P14,4/30/2021 0:00,805,217,101,G6,UK,Europe
SP13,G4,P03,10/12/2021 0:00,4788,295,369,G4,New Zealand,APAC
SP11,G2,P15,1/25/2021 0:00,3283,176,137,G2,USA,Americas
SP22,G3,P02,2/26/2021 0:00,5887,69,227,G3,Canada,Americas
SP14,G4,P22,8/5/2021 0:00,5425,300,247,G4,New Zealand,APAC
SP05,G3,P17,3/25/2022 0:00,7574,181,758,G3,Canada,Americas
SP01,G5,P04,10/12/2021 0:00,2835,589,178,G5,Australia,APAC
SP05,G1,P13,12/30/2021 0:00,6251,200,298,G1,India,APAC
SP07,G3,P08,7/15/2021 0:00,5733,139,410,G3,Canada,Americas
SP15,G2,P13,6/8/2021 0:00,4676,205,223,G2,USA,Americas
SP06,G3,P20,2/1/2021 0:00,294,248,18,G3,Canada,Americas
SP22,G4,P21,6/17/2021 0:00,4018,67,310,G4,New Zealand,APAC
SP16,G4,P14,5/24/2021 0:00,1596,140,160,G4,New Zealand,APAC
SP19,G2,P22,3/23/2022 0:00,4900,173,196,G2,USA,Americas
SP24,G2,P22,1/11/2022 0:00,616,121,25,G2,USA,Americas
SP11,G5,P10,4/9/2021 0:00,4711,332,236,G5,Australia,APAC
SP19,G3,P14,10/19/2021 0:00,2758,80,276,G3,Canada,Americas
SP05,G3,P05,7/12/2021 0:00,21,262,2,G3,Canada,Americas
SP17,G5,P05,6/14/2021 0:00,518,23,33,G5,Australia,APAC
SP04,G3,P14,4/14/2021 0:00,13468,288,1924,G3,Canada,Americas
SP13,G3,P22,1/14/2022 0:00,8400,300,366,G3,Canada,Americas
SP06,G2,P15,2/26/2021 0:00,4186,113,161,G2,USA,Americas
SP17,G3,P07,7/15/2021 0:00,8715,128,397,G3,Canada,Americas
SP03,G6,P21,6/28/2021 0:00,16534,284,1103,G6,UK,Europe
SP02,G3,P16,3/3/2022 0:00,8820,367,1260,G3,Canada,Americas
SP10,G2,P02,6/3/2021 0:00,1778,99,75,G2,USA,Americas
SP11,G5,P03,4/8/2021 0:00,21,51,2,G5,Australia,APAC
SP19,G1,P01,10/28/2021 0:00,7994,92,800,G1,India,APAC
SP05,G3,P21,4/5/2021 0:00,6720,177,448,G3,Canada,Americas
SP06,G6,P10,11/17/2021 0:00,1316,174,74,G6,UK,Europe
SP23,G4,P04,2/1/2021 0:00,6615,107,390,G4,New Zealand,APAC
SP11,G1,P22,5/24/2021 0:00,238,117,11,G1,India,APAC
SP05,G4,P08,6/23/2021 0:00,16870,185,1534,G4,New Zealand,APAC
SP25,G6,P02,7/5/2021 0:00,5285,128,212,G6,UK,Europe
SP13,G2,P18,8/30/2021 0:00,2667,328,334,G2,USA,Americas
SP02,G4,P22,4/14/2021 0:00,3136,15,137,G4,New Zealand,APAC
SP14,G3,P17,3/10/2022 0:00,2492,125,192,G3,Canada,Americas
SP09,G4,P03,12/7/2021 0:00,525,119,41,G4,New Zealand,APAC
SP10,G2,P07,3/2/2021 0:00,2730,85,119,G2,USA,Americas
SP16,G4,P12,10/12/2021 0:00,1519,196,70,G4,New Zealand,APAC
SP05,G4,P22,7/2/2021 0:00,2877,216,120,G4,New Zealand,APAC
SP02,G6,P18,3/18/2022 0:00,6328,218,904,G6,UK,Europe
SP24,G6,P08,4/23/2021 0:00,4179,72,380,G6,UK,Europe
SP19,G6,P20,8/30/2021 0:00,1736,125,109,G6,UK,Europe
SP22,G6,P04,9/1/2021 0:00,2947,143,174,G6,UK,Europe
SP11,G4,P16,2/22/2021 0:00,2933,67,489,G4,New Zealand,APAC
SP16,G4,P02,10/11/2021 0:00,11130,221,429,G4,New Zealand,APAC
SP12,G3,P04,4/14/2021 0:00,9422,167,555,G3,Canada,Americas
SP24,G6,P03,3/10/2022 0:00,10885,449,990,G6,UK,Europe
SP03,G1,P01,11/25/2021 0:00,5796,40,644,G1,India,APAC
SP02,G3,P06,1/22/2021 0:00,9016,47,531,G3,Canada,Americas
SP02,G2,P13,8/25/2021 0:00,2142,35,108,G2,USA,Americas
SP23,G5,P10,3/11/2021 0:00,2100,28,124,G5,Australia,APAC
SP01,G1,P22,11/8/2021 0:00,6888,12,314,G1,India,APAC
SP09,G5,P04,3/15/2021 0:00,8813,336,551,G5,Australia,APAC
SP15,G4,P11,6/29/2021 0:00,3500,249,185,G4,New Zealand,APAC
SP19,G3,P17,3/24/2021 0:00,5600,69,467,G3,Canada,Americas
SP05,G3,P14,2/26/2021 0:00,3815,73,477,G3,Canada,Americas
SP03,G4,P16,1/13/2021 0:00,651,32,93,G4,New Zealand,APAC
SP08,G2,P13,12/30/2021 0:00,4081,388,215,G2,USA,Americas
SP05,G3,P22,2/3/2021 0:00,742,6,34,G3,Canada,Americas
SP25,G4,P01,8/31/2021 0:00,3878,182,353,G4,New Zealand,APAC
SP25,G5,P01,6/18/2021 0:00,1127,293,94,G5,Australia,APAC
SP05,G4,P20,7/23/2021 0:00,2548,450,142,G4,New Zealand,APAC
SP05,G3,P10,4/6/2021 0:00,3122,446,184,G3,Canada,Americas
SP01,G2,P06,6/30/2021 0:00,343,54,23,G2,USA,Americas
SP07,G5,P12,10/13/2021 0:00,6279,183,286,G5,Australia,APAC
SP15,G2,P05,3/24/2021 0:00,7952,109,419,G2,USA,Americas
SP23,G5,P05,5/24/2021 0:00,9863,164,617,G5,Australia,APAC
SP09,G3,P14,8/13/2021 0:00,1470,297,147,G3,Canada,Americas
SP22,G4,P19,12/20/2021 0:00,4417,184,185,G4,New Zealand,APAC
SP02,G6,P04,12/31/2021 0:00,924,104,55,G6,UK,Europe
SP23,G5,P16,6/21/2021 0:00,1330,15,222,G5,Australia,APAC
SP20,G4,P14,2/22/2022 0:00,4830,149,690,G4,New Zealand,APAC
SP24,G2,P09,1/27/2022 0:00,476,39,48,G2,USA,Americas
SP09,G4,P06,1/31/2022 0:00,5306,197,379,G4,New Zealand,APAC
SP25,G5,P10,2/12/2021 0:00,3563,191,179,G5,Australia,APAC
SP11,G3,P04,1/6/2021 0:00,10262,126,604,G3,Canada,Americas
SP08,G5,P02,9/24/2021 0:00,5173,234,216,G5,Australia,APAC
SP22,G3,P16,1/26/2021 0:00,4109,237,587,G3,Canada,Americas
SP17,G4,P02,1/13/2022 0:00,11606,239,484,G4,New Zealand,APAC
SP03,G6,P13,8/31/2021 0:00,5908,60,296,G6,UK,Europe
SP12,G1,P04,11/11/2021 0:00,5789,202,322,G1,India,APAC
SP06,G4,P08,8/13/2021 0:00,5572,31,465,G4,New Zealand,APAC
SP21,G5,P19,1/10/2022 0:00,868,254,40,G5,Australia,APAC
SP19,G1,P16,3/23/2021 0:00,6055,141,673,G1,India,APAC
SP17,G6,P01,2/1/2022 0:00,7441,160,621,G6,UK,Europe
SP14,G5,P21,4/26/2021 0:00,1449,371,112,G5,Australia,APAC
SP11,G6,P05,10/8/2021 0:00,8183,28,431,G6,UK,Europe
SP01,G3,P20,5/18/2021 0:00,12558,308,785,G3,Canada,Americas
SP10,G3,P06,7/21/2021 0:00,6734,93,421,G3,Canada,Americas
SP21,G1,P06,4/7/2021 0:00,252,214,15,G1,India,APAC
SP07,G1,P13,6/21/2021 0:00,4060,412,214,G1,India,APAC
SP13,G5,P11,10/15/2021 0:00,18872,419,994,G5,Australia,APAC
SP24,G2,P11,1/28/2021 0:00,5985,269,285,G2,USA,Americas
SP14,G4,P19,5/10/2021 0:00,3801,85,173,G4,New Zealand,APAC
SP04,G1,P07,8/16/2021 0:00,10626,84,443,G1,India,APAC
SP07,G4,P05,6/9/2021 0:00,5586,32,329,G4,New Zealand,APAC
SP13,G6,P11,7/28/2021 0:00,910,211,42,G6,UK,Europe
SP14,G2,P16,12/8/2021 0:00,1372,281,196,G2,USA,Americas
SP11,G1,P05,10/4/2021 0:00,1995,10,125,G1,India,APAC
SP11,G6,P02,10/20/2021 0:00,3997,450,154,G6,UK,Europe
SP01,G4,P10,11/22/2021 0:00,2114,394,112,G4,New Zealand,APAC
SP10,G6,P22,1/25/2021 0:00,12033,373,482,G6,UK,Europe
SP12,G2,P16,6/9/2021 0:00,12152,202,1351,G2,USA,Americas
SP24,G5,P05,3/4/2021 0:00,12481,30,735,G5,Australia,APAC
SP12,G6,P21,5/18/2021 0:00,7406,391,463,G6,UK,Europe
SP11,G3,P14,1/4/2021 0:00,3570,335,447,G3,Canada,Americas
SP09,G1,P16,5/12/2021 0:00,5285,131,588,G1,India,APAC
SP18,G1,P15,3/8/2021 0:00,1799,308,72,G1,India,APAC
SP11,G4,P22,2/8/2021 0:00,3276,338,143,G4,New Zealand,APAC
SP02,G5,P06,12/13/2021 0:00,5712,214,381,G5,Australia,APAC
SP09,G5,P14,6/9/2021 0:00,4823,162,689,G5,Australia,APAC
SP11,G4,P04,1/20/2021 0:00,6559,88,365,G4,New Zealand,APAC
SP10,G1,P12,3/19/2021 0:00,973,192,43,G1,India,APAC
SP12,G5,P19,11/10/2021 0:00,12068,36,575,G5,Australia,APAC
SP22,G1,P22,2/12/2021 0:00,15127,10,688,G1,India,APAC
SP09,G2,P20,8/16/2021 0:00,3661,62,204,G2,USA,Americas
SP15,G4,P22,2/9/2022 0:00,12124,230,552,G4,New Zealand,APAC
SP18,G6,P13,4/20/2021 0:00,1722,78,91,G6,UK,Europe
SP14,G4,P07,3/18/2022 0:00,6496,224,260,G4,New Zealand,APAC
SP03,G2,P02,3/22/2021 0:00,19621,46,727,G2,USA,Americas
SP15,G6,P21,2/25/2021 0:00,2954,174,228,G6,UK,Europe
SP11,G1,P18,1/6/2021 0:00,994,294,142,G1,India,APAC
SP12,G6,P17,8/31/2021 0:00,5488,262,499,G6,UK,Europe
SP17,G3,P04,1/21/2022 0:00,2576,90,152,G3,Canada,Americas
SP07,G4,P12,10/5/2021 0:00,4935,373,198,G4,New Zealand,APAC
SP23,G5,P11,12/23/2021 0:00,6475,109,295,G5,Australia,APAC
SP23,G6,P15,12/1/2021 0:00,8554,147,343,G6,UK,Europe
SP07,G4,P15,8/30/2021 0:00,6713,21,280,G4,New Zealand,APAC
SP23,G2,P01,12/27/2021 0:00,378,46,32,G2,USA,Americas
SP05,G2,P22,3/17/2021 0:00,4501,208,188,G2,USA,Americas
SP15,G1,P07,6/22/2021 0:00,1085,387,48,G1,India,APAC
SP12,G2,P21,1/21/2022 0:00,3290,236,254,G2,USA,Americas
SP25,G2,P03,11/26/2021 0:00,2058,288,188,G2,USA,Americas
SP03,G3,P14,2/3/2021 0:00,3269,96,364,G3,Canada,Americas
SP22,G6,P21,1/29/2021 0:00,8449,306,564,G6,UK,Europe
SP11,G2,P21,6/9/2021 0:00,3367,175,211,G2,USA,Americas
SP05,G1,P20,9/13/2021 0:00,4459,362,263,G1,India,APAC
SP24,G2,P05,6/8/2021 0:00,3948,104,208,G2,USA,Americas
SP23,G4,P10,11/29/2021 0:00,6384,93,320,G4,New Zealand,APAC
SP08,G1,P01,3/7/2022 0:00,441,213,41,G1,India,APAC
SP19,G4,P01,6/8/2021 0:00,4235,140,424,G4,New Zealand,APAC
SP01,G2,P07,3/3/2021 0:00,5208,43,227,G2,USA,Americas
SP16,G2,P14,10/19/2021 0:00,8631,263,959,G2,USA,Americas
SP10,G1,P07,3/19/2021 0:00,3332,318,152,G1,India,APAC
SP07,G1,P03,2/9/2022 0:00,8274,159,753,G1,India,APAC
SP06,G2,P17,1/12/2022 0:00,3227,128,269,G2,USA,Americas
SP12,G6,P16,9/8/2021 0:00,5460,197,683,G6,UK,Europe
SP02,G2,P22,4/1/2021 0:00,13517,142,541,G2,USA,Americas
SP22,G5,P01,2/16/2021 0:00,2303,108,256,G5,Australia,APAC
SP13,G4,P13,1/13/2021 0:00,8617,193,411,G4,New Zealand,APAC
SP12,G5,P05,7/16/2021 0:00,1498,476,84,G5,Australia,APAC
SP25,G5,P18,11/2/2021 0:00,3031,137,304,G5,Australia,APAC
SP13,G2,P20,2/22/2022 0:00,2492,213,167,G2,USA,Americas
SP01,G2,P04,7/16/2021 0:00,14763,70,821,G2,USA,Americas
SP21,G4,P07,4/15/2021 0:00,7784,126,354,G4,New Zealand,APAC
SP11,G1,P20,10/14/2021 0:00,12089,438,712,G1,India,APAC
SP09,G4,P22,12/8/2021 0:00,2030,146,89,G4,New Zealand,APAC
SP05,G3,P18,3/4/2022 0:00,4928,126,493,G3,Canada,Americas
SP20,G5,P16,2/14/2022 0:00,77,16,10,G5,Australia,APAC
SP11,G6,P01,12/21/2021 0:00,7861,39,787,G6,UK,Europe
SP16,G2,P22,7/6/2021 0:00,3983,142,166,G2,USA,Americas
SP07,G6,P01,3/9/2021 0:00,2296,59,256,G6,UK,Europe
SP24,G6,P02,2/8/2022 0:00,11781,367,437,G6,UK,Europe
SP18,G3,P01,12/28/2021 0:00,8316,375,693,G3,Canada,Americas
SP08,G1,P15,2/2/2021 0:00,1134,5,48,G1,India,APAC
SP23,G5,P18,2/18/2022 0:00,5446,130,778,G5,Australia,APAC
SP02,G2,P02,5/18/2021 0:00,1323,67,49,G2,USA,Americas
SP22,G4,P22,4/8/2021 0:00,2499,13,114,G4,New Zealand,APAC
SP09,G6,P13,2/3/2021 0:00,9226,121,486,G6,UK,Europe
SP12,G2,P10,4/19/2021 0:00,5250,97,309,G2,USA,Americas
SP06,G4,P05,2/26/2021 0:00,7210,6,451,G4,New Zealand,APAC
SP25,G1,P12,2/12/2021 0:00,980,103,45,G1,India,APAC
SP08,G6,P14,9/8/2021 0:00,3878,233,388,G6,UK,Europe
SP07,G6,P06,9/30/2021 0:00,1659,24,111,G6,UK,Europe
SP07,G2,P05,2/9/2022 0:00,4942,31,275,G2,USA,Americas
SP19,G1,P14,3/29/2021 0:00,2919,144,417,G1,India,APAC
SP25,G5,P11,11/26/2021 0:00,973,24,49,G5,Australia,APAC
SP23,G1,P13,6/29/2021 0:00,1337,64,61,G1,India,APAC
SP22,G4,P15,5/20/2021 0:00,3010,49,126,G4,New Zealand,APAC
SP08,G4,P17,6/3/2021 0:00,9331,11,718,G4,New Zealand,APAC
SP16,G6,P22,1/11/2022 0:00,8470,167,353,G6,UK,Europe
SP16,G1,P01,3/5/2021 0:00,8456,222,940,G1,India,APAC
SP14,G2,P06,4/20/2021 0:00,3486,106,218,G2,USA,Americas
SP22,G4,P13,12/8/2021 0:00,7224,198,362,G4,New Zealand,APAC
SP08,G4,P20,10/15/2021 0:00,1113,73,70,G4,New Zealand,APAC
SP07,G5,P21,2/2/2021 0:00,1071,284,83,G5,Australia,APAC
SP14,G2,P13,6/8/2021 0:00,7840,25,357,G2,USA,Americas
SP22,G1,P16,3/11/2021 0:00,4298,91,614,G1,India,APAC
SP18,G4,P21,11/22/2021 0:00,3962,122,248,G4,New Zealand,APAC
SP06,G2,P21,3/18/2021 0:00,980,257,66,G2,USA,Americas
SP24,G5,P11,11/8/2021 0:00,9905,359,496,G5,Australia,APAC
SP18,G4,P19,3/18/2021 0:00,9436,16,411,G4,New Zealand,APAC
SP07,G1,P22,6/9/2021 0:00,5523,461,252,G1,India,APAC
SP20,G1,P20,11/10/2021 0:00,8897,382,557,G1,India,APAC
SP16,G6,P19,4/19/2021 0:00,7007,61,319,G6,UK,Europe
SP06,G4,P16,9/10/2021 0:00,6776,25,1130,G4,New Zealand,APAC
SP01,G4,P18,4/23/2021 0:00,4746,118,475,G4,New Zealand,APAC
SP01,G3,P07,6/4/2021 0:00,17192,202,748,G3,Canada,Americas
SP01,G3,P12,3/3/2022 0:00,7028,72,306,G3,Canada,Americas
SP03,G4,P04,12/30/2021 0:00,6804,288,378,G4,New Zealand,APAC
SP10,G6,P01,3/1/2022 0:00,9310,172,847,G6,UK,Europe
SP19,G2,P06,1/14/2022 0:00,6923,123,462,G2,USA,Americas
SP09,G2,P18,1/6/2022 0:00,483,73,49,G2,USA,Americas
SP13,G6,P13,5/27/2021 0:00,3353,40,153,G6,UK,Europe
SP20,G3,P10,3/4/2022 0:00,12180,96,677,G3,Canada,Americas
SP06,G5,P06,4/23/2021 0:00,10500,183,657,G5,Australia,APAC
SP03,G2,P05,2/1/2022 0:00,14343,124,844,G2,USA,Americas
SP20,G6,P11,3/28/2022 0:00,14098,119,705,G6,UK,Europe
SP15,G3,P14,3/23/2022 0:00,12124,76,1348,G3,Canada,Americas
SP22,G6,P12,9/30/2021 0:00,581,128,25,G6,UK,Europe
SP02,G4,P11,11/5/2021 0:00,6321,44,333,G4,New Zealand,APAC
SP20,G1,P16,10/12/2021 0:00,4396,844,489,G1,India,APAC
SP12,G6,P07,3/25/2021 0:00,5908,124,237,G6,UK,Europe
SP06,G5,P05,6/22/2021 0:00,1169,140,74,G5,Australia,APAC
SP23,G1,P21,3/24/2021 0:00,2583,136,199,G1,India,APAC
SP18,G1,P01,9/22/2021 0:00,7126,311,648,G1,India,APAC
SP16,G6,P13,5/14/2021 0:00,15323,64,767,G6,UK,Europe
SP11,G4,P14,3/16/2021 0:00,9338,18,1168,G4,New Zealand,APAC
SP02,G1,P04,2/24/2021 0:00,273,74,19,G1,India,APAC
SP18,G2,P09,3/18/2022 0:00,532,153,60,G2,USA,Americas
SP20,G4,P07,1/8/2021 0:00,4571,89,183,G4,New Zealand,APAC
SP16,G3,P13,3/9/2021 0:00,2919,62,146,G3,Canada,Americas
SP14,G3,P08,3/28/2022 0:00,672,136,52,G3,Canada,Americas
SP12,G5,P16,6/8/2021 0:00,15288,127,2184,G5,Australia,APAC
SP16,G6,P01,2/23/2022 0:00,13440,236,1344,G6,UK,Europe
SP17,G4,P16,10/6/2021 0:00,6902,172,863,G4,New Zealand,APAC
SP24,G3,P03,1/12/2022 0:00,11816,12,844,G3,Canada,Americas
SP19,G1,P10,11/3/2021 0:00,15890,187,883,G1,India,APAC
SP13,G1,P05,4/23/2021 0:00,672,10,38,G1,India,APAC
SP21,G1,P18,6/15/2021 0:00,12929,157,1847,G1,India,APAC
SP22,G1,P13,1/26/2022 0:00,10577,153,481,G1,India,APAC
SP11,G5,P15,6/23/2021 0:00,5579,114,233,G5,Australia,APAC
SP08,G2,P12,8/26/2021 0:00,7000,286,319,G2,USA,Americas
SP06,G1,P04,12/21/2021 0:00,2086,203,131,G1,India,APAC
SP25,G3,P17,11/3/2021 0:00,7574,53,689,G3,Canada,Americas
SP04,G5,P03,3/15/2022 0:00,3346,57,258,G5,Australia,APAC
SP16,G1,P13,9/15/2021 0:00,11753,6,619,G1,India,APAC
SP14,G3,P12,12/22/2021 0:00,4907,162,205,G3,Canada,Americas
SP19,G6,P08,4/21/2021 0:00,7140,205,510,G6,UK,Europe
SP24,G3,P17,3/9/2022 0:00,14266,150,1189,G3,Canada,Americas
SP12,G5,P09,4/16/2021 0:00,4249,26,425,G5,Australia,APAC
SP03,G6,P05,1/20/2022 0:00,3290,348,183,G6,UK,Europe
SP22,G3,P18,10/6/2021 0:00,8337,23,1191,G3,Canada,Americas
SP17,G3,P18,3/15/2021 0:00,4669,294,667,G3,Canada,Americas
SP24,G1,P20,9/15/2021 0:00,210,30,14,G1,India,APAC
SP23,G1,P22,11/26/2021 0:00,4543,191,198,G1,India,APAC
SP10,G6,P19,3/30/2022 0:00,1827,137,84,G6,UK,Europe
SP25,G6,P10,3/17/2021 0:00,308,79,16,G6,UK,Europe
SP25,G3,P02,8/25/2021 0:00,371,38,15,G3,Canada,Americas
SP24,G3,P19,7/22/2021 0:00,6160,353,257,G3,Canada,Americas
SP05,G4,P09,7/6/2021 0:00,1939,71,243,G4,New Zealand,APAC
SP03,G5,P16,1/25/2021 0:00,9541,1,1591,G5,Australia,APAC
SP16,G1,P21,7/7/2021 0:00,665,195,42,G1,India,APAC
SP23,G4,P12,6/15/2021 0:00,3941,3,180,G4,New Zealand,APAC
SP04,G2,P06,2/14/2022 0:00,3864,75,276,G2,USA,Americas
SP24,G1,P02,2/22/2021 0:00,10479,45,404,G1,India,APAC
SP16,G4,P17,9/27/2021 0:00,9492,190,863,G4,New Zealand,APAC
SP01,G6,P20,1/12/2021 0:00,14462,124,904,G6,UK,Europe
SP19,G2,P21,8/27/2021 0:00,6125,368,383,G2,USA,Americas
SP20,G6,P12,11/4/2021 0:00,8981,67,360,G6,UK,Europe
SP02,G5,P13,9/6/2021 0:00,3906,52,206,G5,Australia,APAC
SP19,G4,P20,12/8/2021 0:00,7784,77,487,G4,New Zealand,APAC
SP21,G1,P07,1/18/2021 0:00,3080,55,134,G1,India,APAC
SP06,G1,P12,11/22/2021 0:00,4970,381,208,G1,India,APAC
SP11,G1,P07,12/1/2021 0:00,4375,9,191,G1,India,APAC
SP09,G1,P15,2/10/2022 0:00,12887,136,516,G1,India,APAC
SP15,G6,P15,1/26/2022 0:00,11326,32,472,G6,UK,Europe
SP18,G3,P12,3/18/2021 0:00,336,312,16,G3,Canada,Americas
SP20,G4,P17,1/21/2022 0:00,10066,246,1007,G4,New Zealand,APAC
SP10,G5,P09,4/20/2021 0:00,5229,191,581,G5,Australia,APAC
SP12,G6,P22,1/6/2021 0:00,2870,21,131,G6,UK,Europe
SP22,G2,P05,1/13/2021 0:00,6342,214,334,G2,USA,Americas
SP08,G2,P16,7/1/2021 0:00,13720,209,2287,G2,USA,Americas
SP25,G1,P04,7/20/2021 0:00,707,153,42,G1,India,APAC
SP01,G1,P11,3/17/2021 0:00,3717,336,196,G1,India,APAC
SP02,G5,P15,3/7/2022 0:00,833,300,35,G5,Australia,APAC
SP15,G6,P17,9/13/2021 0:00,6377,98,580,G6,UK,Europe
SP12,G3,P16,3/29/2022 0:00,15932,59,2656,G3,Canada,Americas
SP14,G6,P05,1/21/2022 0:00,994,220,56,G6,UK,Europe
SP08,G2,P04,2/15/2022 0:00,4648,25,259,G2,USA,Americas
SP22,G4,P02,1/8/2021 0:00,11767,228,471,G4,New Zealand,APAC
SP18,G3,P11,2/22/2021 0:00,15253,268,727,G3,Canada,Americas
SP19,G5,P03,7/1/2021 0:00,5278,248,406,G5,Australia,APAC
SP10,G2,P03,3/3/2022 0:00,11648,54,832,G2,USA,Americas
SP16,G6,P20,10/4/2021 0:00,7987,13,470,G6,UK,Europe
SP08,G6,P02,9/7/2021 0:00,15302,91,589,G6,UK,Europe
SP22,G5,P13,3/1/2021 0:00,1239,9,62,G5,Australia,APAC
SP18,G2,P13,3/16/2022 0:00,2352,82,118,G2,USA,Americas
SP01,G5,P05,12/31/2021 0:00,2135,68,134,G5,Australia,APAC
SP18,G2,P02,11/2/2021 0:00,3661,109,147,G2,USA,Americas
SP06,G5,P20,6/21/2021 0:00,6699,97,373,G5,Australia,APAC
SP18,G1,P02,11/2/2021 0:00,3521,140,147,G1,India,APAC
SP11,G2,P03,9/9/2021 0:00,1260,169,97,G2,USA,Americas
SP18,G5,P20,2/4/2022 0:00,4032,45,252,G5,Australia,APAC
SP04,G2,P02,3/28/2022 0:00,12614,301,526,G2,USA,Americas
SP16,G4,P04,3/1/2021 0:00,847,142,48,G4,New Zealand,APAC
SP24,G4,P03,11/2/2021 0:00,13608,27,1047,G4,New Zealand,APAC
SP20,G1,P15,1/11/2021 0:00,8876,321,370,G1,India,APAC
SP04,G1,P09,6/21/2021 0:00,12110,120,1211,G1,India,APAC
SP03,G2,P09,8/30/2021 0:00,12439,306,1555,G2,USA,Americas
SP24,G2,P17,6/21/2021 0:00,7133,383,714,G2,USA,Americas
SP20,G6,P02,3/17/2021 0:00,1071,183,42,G6,UK,Europe
SP09,G4,P07,12/29/2021 0:00,8547,286,342,G4,New Zealand,APAC
SP18,G4,P05,3/28/2022 0:00,294,97,18,G4,New Zealand,APAC
SP15,G6,P16,3/17/2021 0:00,763,168,96,G6,UK,Europe
SP12,G1,P12,9/27/2021 0:00,2758,62,115,G1,India,APAC
SP13,G5,P01,8/9/2021 0:00,6755,238,563,G5,Australia,APAC
SP15,G4,P03,3/4/2021 0:00,14140,82,1286,G4,New Zealand,APAC
SP25,G1,P11,8/31/2021 0:00,4235,351,223,G1,India,APAC
SP01,G2,P16,6/22/2021 0:00,1883,56,269,G2,USA,Americas
SP22,G5,P07,6/11/2021 0:00,6825,244,311,G5,Australia,APAC
SP17,G2,P01,5/24/2021 0:00,1855,257,186,G2,USA,Americas
SP07,G3,P10,2/14/2022 0:00,1064,44,56,G3,Canada,Americas
SP01,G3,P06,2/24/2021 0:00,3465,16,204,G3,Canada,Americas
SP04,G3,P21,4/14/2021 0:00,5110,38,365,G3,Canada,Americas
SP20,G1,P05,8/6/2021 0:00,1757,139,104,G1,India,APAC
SP17,G4,P11,3/2/2021 0:00,11928,388,543,G4,New Zealand,APAC
SP15,G1,P11,11/9/2021 0:00,287,183,14,G1,India,APAC
SP05,G3,P12,1/13/2021 0:00,11151,104,507,G3,Canada,Americas
SP10,G2,P19,8/16/2021 0:00,609,241,28,G2,USA,Americas
SP02,G3,P20,4/1/2021 0:00,6104,55,407,G3,Canada,Americas
